LOCALITY_NAME,POSTCODE,STATE_ABBREVIATION,full_suburb
Stanmore,4514,QLD,"Stanmore, QLD, 4514"
Stannifer,2369,NSW,"Stannifer, NSW, 2369"
Stannum,2371,NSW,"Stannum, NSW, 2371"
Stansbury,5582,SA,"Stansbury, SA, 5582"
Stanthorpe,4380,QLD,"Stanthorpe, QLD, 4380"
Stanwell,4702,QLD,"Stanwell, QLD, 4702"
Stanwell Park,2508,NSW,"Stanwell Park, NSW, 2508"
Stanwell Tops,2508,NSW,"Stanwell Tops, NSW, 2508"
Stapleton,822,NT,"Stapleton, NT, 822"
Stapylton,4207,QLD,"Stapylton, QLD, 4207"
Starcke,4895,QLD,"Starcke, QLD, 4895"
State Mine Gully,2790,NSW,"State Mine Gully, NSW, 2790"
Staughton Vale,3340,VIC,"Staughton Vale, VIC, 3340"
Stavely,3379,VIC,"Stavely, VIC, 3379"
Staverton,7306,TAS,"Staverton, TAS, 7306"
Stawell,3380,VIC,"Stawell, VIC, 3380"
Steam Plains,2710,NSW,"Steam Plains, NSW, 2710"
Steels Creek,3775,VIC,"Steels Creek, VIC, 3775"
Steelton,5413,SA,"Steelton, SA, 5413"
Steeple Flat,2631,NSW,"Steeple Flat, NSW, 2631"
Steiglitz,3331,VIC,"Steiglitz, VIC, 3331"
Steiglitz,4207,QLD,"Steiglitz, QLD, 4207"
Steinfeld,5356,SA,"Steinfeld, SA, 5356"
Stephenston,5433,SA,"Stephenston, SA, 5433"
Stepney,5069,SA,"Stepney, SA, 5069"
Steppes,7030,TAS,"Steppes, TAS, 7030"
Stewart Creek Valley,4873,QLD,"Stewart Creek Valley, QLD, 4873"
Stewart Range,5271,SA,"Stewart Range, SA, 5271"
Stewarton,3725,VIC,"Stewarton, VIC, 3725"
Stewarton,4702,QLD,"Stewarton, QLD, 4702"
Stewarts Brook,2337,NSW,"Stewarts Brook, NSW, 2337"
Stewarts Mount,2795,NSW,"Stewarts Mount, NSW, 2795"
Stewarts River,2443,NSW,"Stewarts River, NSW, 2443"
Stieglitz,7216,TAS,"Stieglitz, TAS, 7216"
Stirling,2611,ACT,"Stirling, ACT, 2611"
Stirling,3893,VIC,"Stirling, VIC, 3893"
Stirling,5152,SA,"Stirling, SA, 5152"
Stirling,6021,WA,"Stirling, WA, 6021"
Stirling Estate,6271,WA,"Stirling Estate, WA, 6271"
Stirling North,5710,SA,"Stirling North, SA, 5710"
Stirling Range National Park,6338,WA,"Stirling Range National Park, WA, 6338"
Stockdale,3862,VIC,"Stockdale, VIC, 3862"
Stockhaven,4625,QLD,"Stockhaven, QLD, 4625"
Stockinbingal,2725,NSW,"Stockinbingal, NSW, 2725"
Stockleigh,4280,QLD,"Stockleigh, QLD, 4280"
Stockport,5410,SA,"Stockport, SA, 5410"
Stockrington,2322,NSW,"Stockrington, NSW, 2322"
Stockton,2295,NSW,"Stockton, NSW, 2295"
Stockton,4871,QLD,"Stockton, QLD, 4871"
Stockwell,5355,SA,"Stockwell, SA, 5355"
Stockyard,4344,QLD,"Stockyard, QLD, 4344"
Stockyard,4703,QLD,"Stockyard, QLD, 4703"
Stockyard Creek,2460,NSW,"Stockyard Creek, NSW, 2460"
Stockyard Creek,5460,SA,"Stockyard Creek, SA, 5460"
Stockyard Hill,3373,VIC,"Stockyard Hill, VIC, 3373"
Stockyard Plain,5330,SA,"Stockyard Plain, SA, 5330"
Stokers Siding,2484,NSW,"Stokers Siding, NSW, 2484"
Stokes,4823,QLD,"Stokes, QLD, 4823"
Stokes Bay,5223,SA,"Stokes Bay, SA, 5223"
Stone Hut,5480,SA,"Stone Hut, SA, 5480"
Stone Well,5352,SA,"Stone Well, SA, 5352"
Stonehaven,3218,VIC,"Stonehaven, VIC, 3218"
Stonehenge,2370,NSW,"Stonehenge, NSW, 2370"
Stonehenge,4357,QLD,"Stonehenge, QLD, 4357"
Stonehenge,4730,QLD,"Stonehenge, QLD, 4730"
Stonehenge,7120,TAS,"Stonehenge, TAS, 7120"
Stonelands,4612,QLD,"Stonelands, QLD, 4612"
Stoneleigh,3373,VIC,"Stoneleigh, VIC, 3373"
Stoneleigh,4356,QLD,"Stoneleigh, QLD, 4356"
Stonequarry,2580,NSW,"Stonequarry, NSW, 2580"
Stones Corner,4120,QLD,"Stones Corner, QLD, 4120"
Stoneville,6081,WA,"Stoneville, WA, 6081"
Stonor,7119,TAS,"Stonor, TAS, 7119"
Stony Chute,2480,NSW,"Stony Chute, NSW, 2480"
Stony Creek,2550,NSW,"Stony Creek, NSW, 2550"
Stony Creek,2850,NSW,"Stony Creek, NSW, 2850"
Stony Creek,3371,VIC,"Stony Creek, VIC, 3371"
Stony Creek,3957,VIC,"Stony Creek, VIC, 3957"
Stony Creek,4514,QLD,"Stony Creek, QLD, 4514"
Stony Crossing,2734,NSW,"Stony Crossing, NSW, 2734"
Stony Head,7252,TAS,"Stony Head, TAS, 7252"
Stony Rise,7310,TAS,"Stony Rise, TAS, 7310"
Stonyfell,5066,SA,"Stonyfell, SA, 5066"
Stonyford,3260,VIC,"Stonyford, VIC, 3260"
Stoodley,7306,TAS,"Stoodley, TAS, 7306"
Storm King,4380,QLD,"Storm King, QLD, 4380"
Stormlea,7184,TAS,"Stormlea, TAS, 7184"
Stoters Hill,4860,QLD,"Stoters Hill, QLD, 4860"
Stotts Creek,2487,NSW,"Stotts Creek, NSW, 2487"
Stove Hill,6714,WA,"Stove Hill, WA, 6714"
Stow,5461,SA,"Stow, SA, 5461"
Stowport,7321,TAS,"Stowport, TAS, 7321"
Stradbroke,3851,VIC,"Stradbroke, VIC, 3851"
Strahan,7468,TAS,"Strahan, TAS, 7468"
Strangways,3461,VIC,"Strangways, VIC, 3461"
Straten,3533,VIC,"Straten, VIC, 3533"
Stratford,2422,NSW,"Stratford, NSW, 2422"
Stratford,3862,VIC,"Stratford, VIC, 3862"
Stratford,4870,QLD,"Stratford, QLD, 4870"
Strath Creek,3658,VIC,"Strath Creek, VIC, 3658"
Strathalbyn,5255,SA,"Strathalbyn, SA, 5255"
Strathalbyn,6530,WA,"Strathalbyn, WA, 6530"
Strathallan,3622,VIC,"Strathallan, VIC, 3622"
Stratham,6237,WA,"Stratham, WA, 6237"
Strathblane,7109,TAS,"Strathblane, TAS, 7109"
Strathbogie,3666,VIC,"Strathbogie, VIC, 3666"
Strathcedar,2429,NSW,"Strathcedar, NSW, 2429"
Strathdale,3550,VIC,"Strathdale, VIC, 3550"
Strathdickie,4800,QLD,"Strathdickie, QLD, 4800"
Strathdownie,3312,VIC,"Strathdownie, VIC, 3312"
Stratheden,2470,NSW,"Stratheden, NSW, 2470"
Stratherne,6309,WA,"Stratherne, WA, 6309"
Strathewen,3099,VIC,"Strathewen, VIC, 3099"
Strathfield,2135,NSW,"Strathfield, NSW, 2135"
Strathfield,4742,QLD,"Strathfield, QLD, 4742"
Strathfield South,2136,NSW,"Strathfield South, NSW, 2136"
Strathfieldsaye,3551,VIC,"Strathfieldsaye, VIC, 3551"
Strathgordon,7139,TAS,"Strathgordon, TAS, 7139"
Strathkellar,3301,VIC,"Strathkellar, VIC, 3301"
Strathlea,3364,VIC,"Strathlea, VIC, 3364"
Strathmerton,3641,VIC,"Strathmerton, VIC, 3641"
Strathmore,3041,VIC,"Strathmore, VIC, 3041"
Strathmore,4871,QLD,"Strathmore, QLD, 4871"
Strathmore Heights,3041,VIC,"Strathmore Heights, VIC, 3041"
Strathnairn,2615,ACT,"Strathnairn, ACT, 2615"
Strathpine,4500,QLD,"Strathpine, QLD, 4500"
Strathtulloh,3338,VIC,"Strathtulloh, VIC, 3338"
Stratton,6056,WA,"Stratton, WA, 6056"
Streaky Bay,5680,SA,"Streaky Bay, SA, 5680"
Stream Hill,2526,NSW,"Stream Hill, NSW, 2526"
Streatham,3351,VIC,"Streatham, VIC, 3351"
Strelley,6721,WA,"Strelley, WA, 6721"
Stretton,4116,QLD,"Stretton, QLD, 4116"
Strickland,7140,TAS,"Strickland, TAS, 7140"
Stromlo,2611,ACT,"Stromlo, ACT, 2611"
Stroud,2425,NSW,"Stroud, NSW, 2425"
Stroud Hill,2420,NSW,"Stroud Hill, NSW, 2420"
Stroud Road,2415,NSW,"Stroud Road, NSW, 2415"
Struan,5271,SA,"Struan, SA, 5271"
Struck Oil,4714,QLD,"Struck Oil, QLD, 4714"
Strzelecki,3950,VIC,"Strzelecki, VIC, 3950"
Stuart,4811,QLD,"Stuart, QLD, 4811"
Stuart,5320,SA,"Stuart, SA, 5320"
Stuart,870,NT,"Stuart, NT, 870"
Stuart Mill,3477,VIC,"Stuart Mill, VIC, 3477"
Stuart Park,820,NT,"Stuart Park, NT, 820"
Stuart Town,2820,NSW,"Stuart Town, NSW, 2820"
Stuarts Creek,5720,SA,"Stuarts Creek, SA, 5720"
Stuarts Point,2441,NSW,"Stuarts Point, NSW, 2441"
Stubbo,2852,NSW,"Stubbo, NSW, 2852"
Stud Park,2710,NSW,"Stud Park, NSW, 2710"
Stun'sail Boom,5223,SA,"Stun'sail Boom, SA, 5223"
Sturt,4829,QLD,"Sturt, QLD, 4829"
Sturt,5047,SA,"Sturt, SA, 5047"
Sturt Creek,6770,WA,"Sturt Creek, WA, 6770"
Sturt Vale,5417,SA,"Sturt Vale, SA, 5417"
Subiaco,6008,WA,"Subiaco, WA, 6008"
Success,6164,WA,"Success, WA, 6164"
Suffolk Park,2481,NSW,"Suffolk Park, NSW, 2481"
Sugarloaf,2420,NSW,"Sugarloaf, NSW, 2420"
Sugarloaf,3234,VIC,"Sugarloaf, VIC, 3234"
Sugarloaf,4380,QLD,"Sugarloaf, QLD, 4380"
Sugarloaf,4800,QLD,"Sugarloaf, QLD, 4800"
Sugarloaf Creek,3658,VIC,"Sugarloaf Creek, VIC, 3658"
Suggan Buggan,3885,VIC,"Suggan Buggan, VIC, 3885"
Sujeewong,4413,QLD,"Sujeewong, QLD, 4413"
Sulky,3352,VIC,"Sulky, VIC, 3352"
Sulphur Creek,7316,TAS,"Sulphur Creek, TAS, 7316"
Sultana Point,5583,SA,"Sultana Point, SA, 5583"
Summer Hill,2130,NSW,"Summer Hill, NSW, 2130"
Summer Hill,2421,NSW,"Summer Hill, NSW, 2421"
Summer Hill Creek,2800,NSW,"Summer Hill Creek, NSW, 2800"
Summer Island,2440,NSW,"Summer Island, NSW, 2440"
Summerhill,7250,TAS,"Summerhill, TAS, 7250"
Summerholm,4341,QLD,"Summerholm, QLD, 4341"
Summerland Point,2259,NSW,"Summerland Point, NSW, 2259"
Summerlands,3922,VIC,"Summerlands, VIC, 3922"
Summertown,5141,SA,"Summertown, SA, 5141"
Sumner,4074,QLD,"Sumner, QLD, 4074"
Sun Valley,2777,NSW,"Sun Valley, NSW, 2777"
Sun Valley,4680,QLD,"Sun Valley, QLD, 4680"
Sunbury,3429,VIC,"Sunbury, VIC, 3429"
Sunday Creek,3658,VIC,"Sunday Creek, VIC, 3658"
Sunderland Bay,3922,VIC,"Sunderland Bay, VIC, 3922"
Sundown,4382,QLD,"Sundown, QLD, 4382"
Sundown,4860,QLD,"Sundown, QLD, 4860"
Sunlands,5322,SA,"Sunlands, SA, 5322"
Sunny Corner,2795,NSW,"Sunny Corner, NSW, 2795"
Sunny Nook,4605,QLD,"Sunny Nook, QLD, 4605"
Sunnybank,4109,QLD,"Sunnybank, QLD, 4109"
Sunnybank Hills,4109,QLD,"Sunnybank Hills, QLD, 4109"
Sunnybrae,5422,SA,"Sunnybrae, SA, 5422"
Sunnydale,5353,SA,"Sunnydale, SA, 5353"
Sunnyside,4737,QLD,"Sunnyside, QLD, 4737"
Sunnyside,5253,SA,"Sunnyside, SA, 5253"
Sunnyside,6256,WA,"Sunnyside, WA, 6256"
Sunnyside,7305,TAS,"Sunnyside, TAS, 7305"
Sunnyvale,5552,SA,"Sunnyvale, SA, 5552"
Sunrise Beach,4567,QLD,"Sunrise Beach, QLD, 4567"
Sunset,4825,QLD,"Sunset, QLD, 4825"
Sunset Beach,6530,WA,"Sunset Beach, WA, 6530"
Sunset Strip,2879,NSW,"Sunset Strip, NSW, 2879"
Sunset Strip,3922,VIC,"Sunset Strip, VIC, 3922"
Sunshine,2264,NSW,"Sunshine, NSW, 2264"
Sunshine,3020,VIC,"Sunshine, VIC, 3020"
Sunshine Acres,4655,QLD,"Sunshine Acres, QLD, 4655"
Sunshine Bay,2536,NSW,"Sunshine Bay, NSW, 2536"
Sunshine Beach,4567,QLD,"Sunshine Beach, QLD, 4567"
Sunshine North,3020,VIC,"Sunshine North, VIC, 3020"
Sunshine West,3020,VIC,"Sunshine West, VIC, 3020"
Suntop,2820,NSW,"Suntop, NSW, 2820"
Surat,4417,QLD,"Surat, QLD, 4417"
Surbiton,4724,QLD,"Surbiton, QLD, 4724"
Surf Beach,2536,NSW,"Surf Beach, NSW, 2536"
Surf Beach,3922,VIC,"Surf Beach, VIC, 3922"
Surfers Paradise,4217,QLD,"Surfers Paradise, QLD, 4217"
Surfside,2536,NSW,"Surfside, NSW, 2536"
Surges Bay,7116,TAS,"Surges Bay, TAS, 7116"
Surprise Bay,7256,TAS,"Surprise Bay, TAS, 7256"
Surrey Downs,5126,SA,"Surrey Downs, SA, 5126"
Surrey Hills,3127,VIC,"Surrey Hills, VIC, 3127"
Surry Hills,2010,NSW,"Surry Hills, NSW, 2010"
Surveyors Bay,7116,TAS,"Surveyors Bay, TAS, 7116"
Susan River,4655,QLD,"Susan River, QLD, 4655"
Sussex Inlet,2540,NSW,"Sussex Inlet, NSW, 2540"
Sutherland,2232,NSW,"Sutherland, NSW, 2232"
Sutherland,3477,VIC,"Sutherland, VIC, 3477"
Sutherlands,5374,SA,"Sutherlands, SA, 5374"
Sutherlands Creek,3331,VIC,"Sutherlands Creek, VIC, 3331"
Sutton,2620,NSW,"Sutton, NSW, 2620"
Sutton,3530,VIC,"Sutton, VIC, 3530"
Sutton Forest,2577,NSW,"Sutton Forest, NSW, 2577"
Sutton Grange,3448,VIC,"Sutton Grange, VIC, 3448"
Suttontown,5291,SA,"Suttontown, SA, 5291"
Suttor,4743,QLD,"Suttor, QLD, 4743"
Svensson Heights,4670,QLD,"Svensson Heights, QLD, 4670"
Swan Bay,2324,NSW,"Swan Bay, NSW, 2324"
Swan Bay,2471,NSW,"Swan Bay, NSW, 2471"
Swan Bay,3225,VIC,"Swan Bay, VIC, 3225"
Swan Bay,7252,TAS,"Swan Bay, TAS, 7252"
Swan Creek,2462,NSW,"Swan Creek, NSW, 2462"
Swan Creek,4370,QLD,"Swan Creek, QLD, 4370"
Swan Hill,3585,VIC,"Swan Hill, VIC, 3585"
Swan Hill West,3585,VIC,"Swan Hill West, VIC, 3585"
Swan Island,3225,VIC,"Swan Island, VIC, 3225"
Swan Marsh,3249,VIC,"Swan Marsh, VIC, 3249"
Swan Point,7275,TAS,"Swan Point, TAS, 7275"
Swan Reach,3903,VIC,"Swan Reach, VIC, 3903"
Swan Reach,5354,SA,"Swan Reach, SA, 5354"
Swan Vale,2370,NSW,"Swan Vale, NSW, 2370"
Swan View,6056,WA,"Swan View, WA, 6056"
Swanbank,4306,QLD,"Swanbank, QLD, 4306"
Swanbourne,6010,WA,"Swanbourne, WA, 6010"
Swanbrook,2360,NSW,"Swanbrook, NSW, 2360"
Swanfels,4371,QLD,"Swanfels, QLD, 4371"
Swanhaven,2540,NSW,"Swanhaven, NSW, 2540"
Swanpool,3673,VIC,"Swanpool, VIC, 3673"
Swanport,5253,SA,"Swanport, SA, 5253"
Swans Lagoon,4807,QLD,"Swans Lagoon, QLD, 4807"
Swansea,2281,NSW,"Swansea, NSW, 2281"
Swansea,7190,TAS,"Swansea, TAS, 7190"
Swansea Heads,2281,NSW,"Swansea Heads, NSW, 2281"
Swanston,7120,TAS,"Swanston, TAS, 7120"
Swanwater,3477,VIC,"Swanwater, VIC, 3477"
Swanwater West,3480,VIC,"Swanwater West, VIC, 3480"
Swede Flat,5270,SA,"Swede Flat, SA, 5270"
Sweetmans Creek,2325,NSW,"Sweetmans Creek, NSW, 2325"
Swifts Creek,3896,VIC,"Swifts Creek, VIC, 3896"
Sydenham,2044,NSW,"Sydenham, NSW, 2044"
Sydenham,3037,VIC,"Sydenham, VIC, 3037"
Sydney,2000,NSW,"Sydney, NSW, 2000"
Sydney Olympic Park,2127,NSW,"Sydney Olympic Park, NSW, 2127"
Sylvania,2224,NSW,"Sylvania, NSW, 2224"
Sylvania Waters,2224,NSW,"Sylvania Waters, NSW, 2224"
Sylvaterre,3575,VIC,"Sylvaterre, VIC, 3575"
Symonston,2609,ACT,"Symonston, ACT, 2609"
Taabinga,4610,QLD,"Taabinga, QLD, 4610"
Tabberabbera,3875,VIC,"Tabberabbera, VIC, 3875"
Tabbil Creek,2420,NSW,"Tabbil Creek, NSW, 2420"
Tabbimoble,2472,NSW,"Tabbimoble, NSW, 2472"
Tabbita,2652,NSW,"Tabbita, NSW, 2652"
Tabilk,3607,VIC,"Tabilk, VIC, 3607"
Table Cape,7325,TAS,"Table Cape, TAS, 7325"
Table Top,2640,NSW,"Table Top, NSW, 2640"
Tablederry,4732,QLD,"Tablederry, QLD, 4732"
Tablelands,4605,QLD,"Tablelands, QLD, 4605"
Tablelands,4680,QLD,"Tablelands, QLD, 4680"
Tablelands,862,NT,"Tablelands, NT, 862"
Tabooba,4285,QLD,"Tabooba, QLD, 4285"
Tabor,3289,VIC,"Tabor, VIC, 3289"
Tabragalba,4285,QLD,"Tabragalba, QLD, 4285"
Tabulam,2469,NSW,"Tabulam, NSW, 2469"
Tacoma,2259,NSW,"Tacoma, NSW, 2259"
Tacoma South,2259,NSW,"Tacoma South, NSW, 2259"
Taggerty,3714,VIC,"Taggerty, VIC, 3714"
Tahara,3301,VIC,"Tahara, VIC, 3301"
Tahara Bridge,3315,VIC,"Tahara Bridge, VIC, 3315"
Tahara West,3310,VIC,"Tahara West, VIC, 3310"
Tahlee,2324,NSW,"Tahlee, NSW, 2324"
Tahmoor,2573,NSW,"Tahmoor, NSW, 2573"
Taigum,4018,QLD,"Taigum, QLD, 4018"
Tailem Bend,5260,SA,"Tailem Bend, SA, 5260"
Takalarup,6324,WA,"Takalarup, WA, 6324"
Takilberan,4671,QLD,"Takilberan, QLD, 4671"
Takone,7325,TAS,"Takone, TAS, 7325"
Takura,4655,QLD,"Takura, QLD, 4655"
Talarm,2447,NSW,"Talarm, NSW, 2447"
Talawa,7263,TAS,"Talawa, TAS, 7263"
Talawanta,2839,NSW,"Talawanta, NSW, 2839"
Talbingo,2720,NSW,"Talbingo, NSW, 2720"
Talbot,3371,VIC,"Talbot, VIC, 3371"
Talbot,6302,WA,"Talbot, WA, 6302"
Talbot West,6302,WA,"Talbot West, WA, 6302"
Taldora,4823,QLD,"Taldora, QLD, 4823"
Taldra,5311,SA,"Taldra, SA, 5311"
Talegalla Weir,4650,QLD,"Talegalla Weir, QLD, 4650"
Talgai,4362,QLD,"Talgai, QLD, 4362"
Talgarno,3691,VIC,"Talgarno, VIC, 3691"
Talgomine,6490,WA,"Talgomine, WA, 6490"
Talia,5670,SA,"Talia, SA, 5670"
Talisker,6701,WA,"Talisker, WA, 6701"
Tallai,4213,QLD,"Tallai, QLD, 4213"
Tallandoon,3701,VIC,"Tallandoon, VIC, 3701"
Tallangatta,3700,VIC,"Tallangatta, VIC, 3700"
Tallangatta East,3700,VIC,"Tallangatta East, VIC, 3700"
Tallangatta South,3701,VIC,"Tallangatta South, VIC, 3701"
Tallangatta Valley,3701,VIC,"Tallangatta Valley, VIC, 3701"
Tallarook,3659,VIC,"Tallarook, VIC, 3659"
Tallawang,2852,NSW,"Tallawang, NSW, 2852"
Tallawong,2762,NSW,"Tallawong, NSW, 2762"
Tallebudgera,4228,QLD,"Tallebudgera, QLD, 4228"
Tallebudgera Valley,4228,QLD,"Tallebudgera Valley, QLD, 4228"
Tallegalla,4340,QLD,"Tallegalla, QLD, 4340"
Tallimba,2669,NSW,"Tallimba, NSW, 2669"
Tallong,2579,NSW,"Tallong, NSW, 2579"
Tallowwood Ridge,2453,NSW,"Tallowwood Ridge, NSW, 2453"
Tallwood,2798,NSW,"Tallwood, NSW, 2798"
Tallwoods Village,2430,NSW,"Tallwoods Village, NSW, 2430"
Tallygaroopna,3634,VIC,"Tallygaroopna, VIC, 3634"
Talmalmo,2640,NSW,"Talmalmo, NSW, 2640"
Talofa,2481,NSW,"Talofa, NSW, 2481"
Taloumbi,2463,NSW,"Taloumbi, NSW, 2463"
Tam O'shanter,4852,QLD,"Tam O'shanter, QLD, 4852"
Tamala,6532,WA,"Tamala, WA, 6532"
Tamala Park,6030,WA,"Tamala Park, WA, 6030"
Tamarama,2026,NSW,"Tamarama, NSW, 2026"
Tamaree,4570,QLD,"Tamaree, QLD, 4570"
Tamban,2441,NSW,"Tamban, NSW, 2441"
Tambar Springs,2381,NSW,"Tambar Springs, NSW, 2381"
Tambaroora,2850,NSW,"Tambaroora, NSW, 2850"
Tambellup,6320,WA,"Tambellup, WA, 6320"
Tambo,4478,QLD,"Tambo, QLD, 4478"
Tambo Crossing,3893,VIC,"Tambo Crossing, VIC, 3893"
Tambo Upper,3885,VIC,"Tambo Upper, VIC, 3885"
Tamboon,3890,VIC,"Tamboon, VIC, 3890"
Tamborine,4270,QLD,"Tamborine, QLD, 4270"
Tamborine Mountain,4272,QLD,"Tamborine Mountain, QLD, 4272"
Taminda,2340,NSW,"Taminda, NSW, 2340"
Taminick,3675,VIC,"Taminick, VIC, 3675"
Tamleugh,3669,VIC,"Tamleugh, VIC, 3669"
Tamleugh North,3669,VIC,"Tamleugh North, VIC, 3669"
Tammin,6409,WA,"Tammin, WA, 6409"
Tampu,6472,WA,"Tampu, WA, 6472"
Tamrookum,4285,QLD,"Tamrookum, QLD, 4285"
Tamrookum Creek,4285,QLD,"Tamrookum Creek, QLD, 4285"
Tamworth,2340,NSW,"Tamworth, NSW, 2340"
Tanah Merah,4128,QLD,"Tanah Merah, QLD, 4128"
Tanami,6770,WA,"Tanami, WA, 6770"
Tanami,872,NT,"Tanami, NT, 872"
Tanami East,852,NT,"Tanami East, NT, 852"
Tanawha,4556,QLD,"Tanawha, QLD, 4556"
Tanbar,4481,QLD,"Tanbar, QLD, 4481"
Tanby,4703,QLD,"Tanby, QLD, 4703"
Tandarook,3260,VIC,"Tandarook, VIC, 3260"
Tandarra,3571,VIC,"Tandarra, VIC, 3571"
Tandegin,6415,WA,"Tandegin, WA, 6415"
Tandora,4650,QLD,"Tandora, QLD, 4650"
Tandur,4570,QLD,"Tandur, QLD, 4570"
Tangambalanga,3691,VIC,"Tangambalanga, VIC, 3691"
Tanglewood,2488,NSW,"Tanglewood, NSW, 2488"
Tangorin,4821,QLD,"Tangorin, QLD, 4821"
Tanilba Bay,2319,NSW,"Tanilba Bay, NSW, 2319"
Tanja,2550,NSW,"Tanja, NSW, 2550"
Tanjil Bren,3833,VIC,"Tanjil Bren, VIC, 3833"
Tanjil South,3825,VIC,"Tanjil South, VIC, 3825"
Tannabar,2357,NSW,"Tannabar, NSW, 2357"
Tannas Mount,2795,NSW,"Tannas Mount, NSW, 2795"
Tannum Sands,4680,QLD,"Tannum Sands, QLD, 4680"
Tannymorel,4372,QLD,"Tannymorel, QLD, 4372"
Tansey,4601,QLD,"Tansey, QLD, 4601"
Tantangara,2629,NSW,"Tantangara, NSW, 2629"
Tantanoola,5280,SA,"Tantanoola, SA, 5280"
Tantaraboo,3764,VIC,"Tantaraboo, VIC, 3764"
Tantawangalo,2550,NSW,"Tantawangalo, NSW, 2550"
Tantonan,2731,NSW,"Tantonan, NSW, 2731"
Tanunda,5352,SA,"Tanunda, SA, 5352"
Tanwood,3478,VIC,"Tanwood, VIC, 3478"
Tanybryn,3249,VIC,"Tanybryn, VIC, 3249"
Taperoo,5017,SA,"Taperoo, SA, 5017"
Tapitallee,2540,NSW,"Tapitallee, NSW, 2540"
Taplan,5311,SA,"Taplan, SA, 5311"
Tapping,6065,WA,"Tapping, WA, 6065"
Tara,2665,NSW,"Tara, NSW, 2665"
Tara,4421,QLD,"Tara, QLD, 4421"
Tara,872,NT,"Tara, NT, 872"
Tara Station,4725,QLD,"Tara Station, QLD, 4725"
Taradale,2653,NSW,"Taradale, NSW, 2653"
Taradale,3447,VIC,"Taradale, VIC, 3447"
Tarago,2580,NSW,"Tarago, NSW, 2580"
Taragoola,4680,QLD,"Taragoola, QLD, 4680"
Taralga,2580,NSW,"Taralga, NSW, 2580"
Tarampa,4311,QLD,"Tarampa, QLD, 4311"
Tarana,2787,NSW,"Tarana, NSW, 2787"
Taranganba,4703,QLD,"Taranganba, QLD, 4703"
Taranna,7180,TAS,"Taranna, TAS, 7180"
Taratap,5275,SA,"Taratap, SA, 5275"
Tarawera,4494,QLD,"Tarawera, QLD, 4494"
Tarban,2372,NSW,"Tarban, NSW, 2372"
Tarbuck Bay,2428,NSW,"Tarbuck Bay, NSW, 2428"
Tarcombe,3666,VIC,"Tarcombe, VIC, 3666"
Tarcoola,5701,SA,"Tarcoola, SA, 5701"
Tarcoola Beach,6530,WA,"Tarcoola Beach, WA, 6530"
Tarcowie,5431,SA,"Tarcowie, SA, 5431"
Tarcutta,2652,NSW,"Tarcutta, NSW, 2652"
Tardun,6628,WA,"Tardun, WA, 6628"
Taree,2430,NSW,"Taree, NSW, 2430"
Taree South,2430,NSW,"Taree South, NSW, 2430"
Taren Point,2229,NSW,"Taren Point, NSW, 2229"
Targa,7259,TAS,"Targa, TAS, 7259"
Targinnie,4694,QLD,"Targinnie, QLD, 4694"
Tarilta,3451,VIC,"Tarilta, VIC, 3451"
Tarin Rock,6353,WA,"Tarin Rock, WA, 6353"
Taringa,4068,QLD,"Taringa, QLD, 4068"
Tarlee,5411,SA,"Tarlee, SA, 5411"
Tarleton,7310,TAS,"Tarleton, TAS, 7310"
Tarlo,2580,NSW,"Tarlo, NSW, 2580"
Tarnagulla,3551,VIC,"Tarnagulla, VIC, 3551"
Tarneit,3029,VIC,"Tarneit, VIC, 3029"
Tarnma,5413,SA,"Tarnma, SA, 5413"
Tarnook,3670,VIC,"Tarnook, VIC, 3670"
Tarome,4309,QLD,"Tarome, QLD, 4309"
Taromeo,4314,QLD,"Taromeo, QLD, 4314"
Tarong,4615,QLD,"Tarong, QLD, 4615"
Taroom,4420,QLD,"Taroom, QLD, 4420"
Taroomball,4703,QLD,"Taroomball, QLD, 4703"
Taroon,3265,VIC,"Taroon, VIC, 3265"
Taroona,7053,TAS,"Taroona, TAS, 7053"
Tarpeena,5277,SA,"Tarpeena, SA, 5277"
Tarra Valley,3971,VIC,"Tarra Valley, VIC, 3971"
Tarraganda,2550,NSW,"Tarraganda, NSW, 2550"
Tarragindi,4121,QLD,"Tarragindi, QLD, 4121"
Tarraleah,7140,TAS,"Tarraleah, TAS, 7140"
Tarramba,4702,QLD,"Tarramba, QLD, 4702"
Tarranyurk,3414,VIC,"Tarranyurk, VIC, 3414"
Tarraville,3971,VIC,"Tarraville, VIC, 3971"
Tarrawanna,2518,NSW,"Tarrawanna, NSW, 2518"
Tarrawarra,3775,VIC,"Tarrawarra, VIC, 3775"
Tarrawingee,3678,VIC,"Tarrawingee, VIC, 3678"
Tarrayoukyan,3315,VIC,"Tarrayoukyan, VIC, 3315"
Tarrengower,3463,VIC,"Tarrengower, VIC, 3463"
Tarrenlea,3315,VIC,"Tarrenlea, VIC, 3315"
Tarriaro,2390,NSW,"Tarriaro, NSW, 2390"
Tarrington,3301,VIC,"Tarrington, VIC, 3301"
Tarro,2322,NSW,"Tarro, NSW, 2322"
Tarrone,3283,VIC,"Tarrone, VIC, 3283"
Tarwin,3956,VIC,"Tarwin, VIC, 3956"
Tarwin Lower,3956,VIC,"Tarwin Lower, VIC, 3956"
Tarzali,4885,QLD,"Tarzali, QLD, 4885"
